'MUNICIPIO','NOMBRE','ESTADO'
2361,'Progreso','31'
2362,'Quintana Roo','31'
2363,'Río Lagartos','31'
2364,'Sacalum','31'
2365,'Samahil','31'
2366,'San Felipe','31'
2367,'Sanahcat','31'
2368,'Santa Elena','31'
2369,'Seyé','31'
2370,'Sinanché','31'
2371,'Sotuta','31'
2372,'Sucilá','31'
2373,'Sudzal','31'
2374,'Suma','31'
2375,'Tahdziú','31'
2376,'Tahmek','31'
2377,'Teabo','31'
2378,'Tecoh','31'
2379,'Tekal de Venegas','31'
2380,'Tekantó','31'
2381,'Tekax','31'
2382,'Tekit','31'
2383,'Tekom','31'
2384,'Telchac Pueblo','31'
2385,'Telchac Puerto','31'
2386,'Temax','31'
2387,'Temozón','31'
2388,'Tepakán','31'
2389,'Tetiz','31'
2390,'Teya','31'
2391,'Ticul','31'
2392,'Timucuy','31'
2393,'Tinum','31'
2394,'Tixcacalcupul','31'
2395,'Tixkokob','31'
2396,'Tixmehuac','31'
2397,'Tixpéhual','31'
2398,'Tizimín','31'
2399,'Tunkás','31'
2400,'Tzucacab','31'
2401,'Uayma','31'
2402,'Ucú','31'
2403,'Umán','31'
2404,'Valladolid','31'
2405,'Xocchel','31'
2406,'Yaxcabá','31'
2407,'Yaxkukul','31'
2408,'Yobaín','31'
2409,'Apozol','32'
2410,'Apulco','32'
2411,'Atolinga','32'
2412,'Benito Juárez','32'
2413,'Calera','32'
2414,'Cañitas de Felipe Pescador','32'
2415,'Chalchihuites','32'
2416,'Concepción del Oro','32'
2417,'Cuauhtémoc','32'
2418,'El Plateado de Joaquín Amaro','32'
2419,'El Salvador','32'
2420,'Fresnillo','32'
2421,'Genaro Codina','32'
2422,'General Enrique Estrada','32'
2423,'General Francisco R. Murguía','32'
2424,'General Pánfilo Natera','32'
2425,'Guadalupe','32'
2426,'Huanusco','32'
2427,'Jalpa','32'
2428,'Jerez','32'
2429,'Jiménez del Teul','32'
2430,'Juan Aldama','32'
2431,'Juchipila','32'
2432,'Loreto','32'
2433,'Luis Moya','32'
2434,'Mazapil','32'
2435,'Melchor Ocampo','32'
2436,'Mezquital del Oro','32'
2437,'Miguel Auza','32'
2438,'Momax','32'
2439,'Monte Escobedo','32'
2440,'Morelos','32'
2441,'Moyahua de Estrada','32'
2442,'Nochistlán de Mejía','32'
2443,'Noria de Ángeles','32'
2444,'Ojocaliente','32'
2445,'Pánuco','32'
2446,'Pinos','32'
2447,'Río Grande','32'
2448,'Sain Alto','32'
2449,'Santa María de la Paz','32'
2450,'Sombrerete','32'
2451,'Susticacán','32'
2452,'Tabasco','32'
2453,'Tepechitlán','32'
2454,'Tepetongo','32'
2455,'Teúl de González Ortega','32'
2456,'Tlaltenango de Sánchez Román','32'
2457,'Trancoso','32'
2458,'Trinidad García de la Cadena','32'
2459,'Valparaíso','32'
2460,'Vetagrande','32'
2461,'Villa de Cos','32'
2462,'Villa García','32'
2463,'Villa González Ortega','32'
2464,'Villa Hidalgo','32'
2465,'Villanueva','32'
2466,'Zacatecas','32'
